Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
257;What is the sprit of sport? #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;apa is the sprit of sport shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;What is the sprit of sport? #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;apa sprit olahraga malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
262;"Congrats Ã°ÂÂÂ.. *THANKS FOR DROPPING YOUR WINNING  TESTIMONY SIR, KEEP SUBSCRIBING WITH US AND KEEP WINNING MORE, YOUR WINNING IS GUARANTY AND CERTAIN WITH ALBERT  FIXED MATCH Ã°ÂÂ¤ÂÃ°ÂÂÂ½*
#pumamania #jkuat #BlackFlyday #Viswasam #VTcosmetics #DALvsBUF #GOATBlackFriday #GanyangMalaysia  pic.twitter.com/wmSUlOwRTy";0;0;0;0;0;0;0;0;0;0;0;0;congratulation terima kasih for dropping your winning testimoni sir keep subscribing dengan us and keep winning more your winning is guarantee and ceritakan dengan albert fixed match pumamania kuat black fly day viswasam vtcosmetics dalvsbuf go at black friday ganyang malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Congrats Ã°ÂÂÂ.. *THANKS FOR DROPPING YOUR WINNING  TESTIMONY SIR, KEEP SUBSCRIBING WITH US AND KEEP WINNING MORE, YOUR WINNING IS GUARANTY AND CERTAIN WITH ALBERT  FIXED MATCH Ã°ÂÂ¤ÂÃ°ÂÂÂ½*
#pumamania #jkuat #BlackFlyday #Viswasam #VTcosmetics #DALvsBUF #GOATBlackFriday #GanyangMalaysia  pic.twitter.com/wmSUlOwRTy";0;0;0;0;0;0;0;0;0;0;0;0;selamat terima kasih telah menjatuhkan kesaksian kemenangan anda sir tetap berlangganan dengan kami dan terus menang lebih banyak lagi kemenangan anda adalah jaminan dan ceritakan dengan albert pertandingan tetap pumamania kuat black fly day viswasam vtcosmetics dalvsbuf pergi di black friday ganyang malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
282;Happy election day, choose the right people as your representative in government #IndonesiaElection;0;0;0;0;0;0;0;0;0;0;0;0;happy election day choose the right people as your representative in government indonesia election;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Happy election day, choose the right people as your representative in government #IndonesiaElection;0;0;0;0;0;0;0;0;0;0;0;0;selamat hari pemilihan memilih orang  tepat sebagai wakil anda dalam pemilihan pemerintah indonesia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
291;Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya;1;1;0;1;0;0;0;0;1;0;1;0;dear malaysia stop claiming indonesia cultures it just make your country seems like an idiot malaysia miskin budaya;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Dear Malaysia, stop claiming Indonesia's cultures! It just make your country seems like an idiot! #MalaysiaMiskinBudaya;1;1;0;1;0;0;0;0;1;0;1;0;malaysia sayang berhenti mengklaim budaya indonesia itu hanya membuat negara anda tampak seperti orang bodoh malaysia miskin budaya;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
293;one thing that sucks about being live in indonesia is that your standard for food is already so high. no other country food will impress youÃ°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;one thing that sucks about being live in indonesia is that your standard for food is already so high no other country food will impress you ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;one thing that sucks about being live in indonesia is that your standard for food is already so high. no other country food will impress youÃ°ÂÂÂ­;0;1;0;0;0;0;0;0;0;0;0;0;satu hal  menyebalkan tentang hidup di indonesia adalah standar makanan anda sudah sangat tinggi sehingga tidak ada makanan negara lain  akan mengesankan anda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
328;"It's like overwhelming but the portion is too much. You easily feel amazed.
In Indonesian, it's similar to kampungan (tacky).";0;1;0;0;0;0;0;0;0;0;0;0;it like overwhelming but the portion is too much you easily feel amazed in indonesian it similar to kampungan tacky ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"It's like overwhelming but the portion is too much. You easily feel amazed.
In Indonesian, it's similar to kampungan (tacky).";0;1;0;0;0;0;0;0;0;0;0;0;rasanya luar biasa tapi porsinya terlalu banyak kamu mudah merasa kagum di indonesia itu mirip dengan kampungan norak;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
352;maaf sebelumnya tapi BANGSAT ANJIR MIRREL SAYANG BANGET BANGET BANGET SAMA JIN AND IM NOT THE TYPE TO JUST SAY THE L WORD FOR THE SAKE OF IT NO I ALWAYS MEAN IT EVERYTIME I SAY I LOVE SOMEONE SO IM GONNA SAY IT AGAIN I LOVE KIM SEOKJIN SO MUCH WHAT THE FUCK I WANNA PROTECT HIM,,,,;0;1;0;0;0;0;0;0;0;0;0;0;maaf sebelumnya tapi bangsat anjir mirrel sayang banget banget banget sama jin and i am not the tipe to just say the l word for the sake of it no i always mean it everytime i say i love someone so i am going to say it again i love kim seok jin so much apa the fuck i ingin protect him ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;maaf sebelumnya tapi BANGSAT ANJIR MIRREL SAYANG BANGET BANGET BANGET SAMA JIN AND IM NOT THE TYPE TO JUST SAY THE L WORD FOR THE SAKE OF IT NO I ALWAYS MEAN IT EVERYTIME I SAY I LOVE SOMEONE SO IM GONNA SAY IT AGAIN I LOVE KIM SEOKJIN SO MUCH WHAT THE FUCK I WANNA PROTECT HIM,,,,;0;1;0;0;0;0;0;0;0;0;0;0;maaf sebelumnya tapi bangsat anjir mirrel sayang banget banget banget sama jin dan aku bukan tipe untuk hanya mengatakan kata demi itu tidak aku selalu berarti setiap kali aku berkata aku cinta seseorang jadi aku akan mengatakannya lagi aku cinta kim seok jin begitu banyak apa apaan aku ingin melindunginya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
354;ternyata cant take big dick but i suck on it;0;1;0;0;0;0;0;0;0;0;0;0;ternyata cant take besar dick but i suck on it;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;ternyata cant take big dick but i suck on it;0;1;0;0;0;0;0;0;0;0;0;0;awalnya tidak bisa mengambil kontol besar tetapi saya payah di atasnya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
368;"I can't wait to see you on Asian Games, see how far are you going ?
#ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;i can not tunggu to see you on asian games see how far are you pergi shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"I can't wait to see you on Asian Games, see how far are you going ?
#ShameOnYouMalaysia";0;0;0;0;0;0;0;0;0;0;0;0;saya tidak bisa menunggu untuk melihat anda di permainan asia melihat seberapa jauh anda pergi malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
369;"but to me the word 'fuck' is not funny and strong enough like
'anjing'
'si bangsat'
'anying'
'kampret njing',,,,";0;1;0;0;0;0;0;0;0;0;0;0;but to me the word fuck is not funny and strong enough like anjing i bangsat anjing kampret anjing ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"but to me the word 'fuck' is not funny and strong enough like
'anjing'
'si bangsat'
'anying'
'kampret njing',,,,";0;1;0;0;0;0;0;0;0;0;0;0;tapi bagiku kata fuck tidak lucu dan cukup kuat seperti anjing i bangsat anjing kampret anjing;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
377;USER Ian pantat';0;1;0;0;0;0;0;0;0;0;0;0;user ian pantat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER Ian pantat';0;1;0;0;0;0;0;0;0;0;0;0;pengguna ian pantat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
380;i love being multilingual i can even curse on sundanese too like anjing jelema naha si bangsat;0;1;0;0;0;0;0;0;0;0;0;0;i love being multilingual i can even curse on sundanese too like anjing orang naha  bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i love being multilingual i can even curse on sundanese too like anjing jelema naha si bangsat;0;1;0;0;0;0;0;0;0;0;0;0;saya suka menjadi multibahasa saya bahkan bisa mengutuk bahasa sunda juga seperti anjing orang naha  bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
387;"roses are red, violets are blue. mas doyoung kampret, but it's happy birthday to you Ã°ÂÂÂ
#HAPPYDOYOUNGDAY  USER  USER  USER pic.twitter.com/EQo04mEFKE";0;1;0;0;0;0;0;0;0;0;0;0;roses are red violets are blue mas doyoung kampret but it happy birthday to you happy do young day user user user ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"roses are red, violets are blue. mas doyoung kampret, but it's happy birthday to you Ã°ÂÂÂ
#HAPPYDOYOUNGDAY  USER  USER  USER pic.twitter.com/EQo04mEFKE";0;1;0;0;0;0;0;0;0;0;0;0;mawar adalah violet merah adalah masret doyoung kampret biru tapi selamat ulang tahun untuk anda senang lakukan pengguna pengguna hari muda;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
388;"Internet in Indonesia is indeed sucks.

Me playing #IdentityV with Discord server friends.

Friend: ""Eh, hunter is lagging! Lucky us!""
No one:
Literally no one:
Me: ""Hunter must be from Indonesia pfffttt...""

Friends: ""Bruh, how much bitter are you towards Indonesia's internet?""";0;1;0;0;0;0;0;0;0;0;0;0;internet in indonesia is indeed sucks me memainkan identity dengan discord server friends friend  hunter is lagging lucky us no one literally no one me hunter must be from indonesia  friends buruh how much bitter are you towards indonesia internet ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Internet in Indonesia is indeed sucks.

Me playing #IdentityV with Discord server friends.

Friend: ""Eh, hunter is lagging! Lucky us!""
No one:
Literally no one:
Me: ""Hunter must be from Indonesia pfffttt...""

Friends: ""Bruh, how much bitter are you towards Indonesia's internet?""";0;1;0;0;0;0;0;0;0;0;0;0;internet di indonesia ini memang menyebalkan saya memainkan identitas dengan teman teman server perpecahan teman  pemburu tertinggal beruntung kita tidak ada  benar benar tidak ada saya pemburu harus dari indonesia  teman buruh berapa banyak pahit  anda terhadap indonesia internet;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
391;STOP MAKING KAMPUNGAN PEOPLE FAMOUS;0;1;0;0;0;0;0;0;0;0;0;0;stop making kampungan people famous;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;STOP MAKING KAMPUNGAN PEOPLE FAMOUS;0;1;0;0;0;0;0;0;0;0;0;0;berhenti membuat orang kampungan terkenal;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
395;habis nyusu dua box going to sit on the toilet for 4hours now;0;0;0;0;0;0;0;0;0;0;0;0;habis nyusu dua box pergi to sit on the toilet for hours now;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;habis nyusu dua box going to sit on the toilet for 4hours now;0;0;0;0;0;0;0;0;0;0;0;0;habis nyusu dua kotak pergi untuk duduk di toilet selama jam sekarang;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
396;Do not waste your rights for a better Indonesia. #DemocracyParty #IndonesiaElection #BotanyJakarta #BotanyRestaurant  http://fb.me/1qtBigsKkÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;do not waste your rights for a better indonesia democracy party indonesia election botany jakarta botany restaurant ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Do not waste your rights for a better Indonesia. #DemocracyParty #IndonesiaElection #BotanyJakarta #BotanyRestaurant  http://fb.me/1qtBigsKkÃÂ ;0;0;0;0;0;0;0;0;0;0;0;0;jangan sia siakan hak anda untuk pesta demokrasi indonesia  lebih baik pemilu indonesia botani restoran botani jakarta;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
398;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user user user user user user user user user user user user user user user user user user user user user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER;0;0;0;0;0;0;0;0;0;0;0;0;pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
411;My Bacteria, called Kontol, just wiped out the world in 712 days! #PlagueInc http://s.ndemiccreations.com/plague/i/4ad8e1fe287a693aÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;my bacteria called kontol just wiped out the world in day plagueinc ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;My Bacteria, called Kontol, just wiped out the world in 712 days! #PlagueInc http://s.ndemiccreations.com/plague/i/4ad8e1fe287a693aÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;bakteri saya  disebut kontol baru saja memusnahkan dunia dalam hari wabah;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
419;i'm a big fan of agnesmo. since day one. her voice is above everyone else her generation. her work ethics are things that i admired long ago. what i wanna say is that idol can make mistake. they have flaws too. just like jokowi and everyone else. infallibility is bullshit.;0;1;0;0;0;0;0;0;0;0;0;0;i sama a besar fan of agnesmo sejak day one her suara is above everyone else her generation her work ethics are berpikir that i admired long ago apa i ingin say is that idola can make kesalahan they have flaws too just like jokowi and everyone else infallibility is bullshit ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i'm a big fan of agnesmo. since day one. her voice is above everyone else her generation. her work ethics are things that i admired long ago. what i wanna say is that idol can make mistake. they have flaws too. just like jokowi and everyone else. infallibility is bullshit.;0;1;0;0;0;0;0;0;0;0;0;0;saya sama penggemar agnesmo sejak hari pertama suaranya di atas orang lain generasinya etos kerjanya adalah  saya kagumi dulu apa  saya ingin katakan adalah idola bisa membuat kesalahan mereka punya kekurangan juga seperti jokowi dan infalibilitas orang lain adalah omong kosong;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
421;I can't agree more... My point however is when your shoes are free of NAJIS and your intention is good you are free to pray inside any mosque Ã°ÂÂÂ... It happens in Mecca and Madina daily.;0;0;0;0;0;0;0;0;0;0;0;0;i can not agree more my point however is when your shoes are free of najis and your intention is good you are free to pray inside any mosque it happens in mecca and madina daily ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;I can't agree more... My point however is when your shoes are free of NAJIS and your intention is good you are free to pray inside any mosque Ã°ÂÂÂ... It happens in Mecca and Madina daily.;0;0;0;0;0;0;0;0;0;0;0;0;saya tidak bisa lebih setuju poin saya namun ketika sepatu anda bebas dari najis dan niat anda baik anda bebas untuk berdoa di dalam masjid apa  itu terjadi di mekkah dan madinah setiap hari;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
425;Japan Is developed nation,we can not compare with them ,China , Indonesia are best peer .There demography ,social and economic condition similar.the issue mentioned in China are mostly pro democracy and fueled by Western media.despite some issues ,people are largely happy.;0;0;0;0;0;0;0;0;0;0;0;0;japan is developed nation we can not compare dengan them cina indonesia are best peer there demography sosial and ekonomi condition similar the isu mentioned in cina are paling banyak pro democracy and fueled by western media despite some issues people are largely happy ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Japan Is developed nation,we can not compare with them ,China , Indonesia are best peer .There demography ,social and economic condition similar.the issue mentioned in China are mostly pro democracy and fueled by Western media.despite some issues ,people are largely happy.;0;0;0;0;0;0;0;0;0;0;0;0;jepang adalah negara maju  tidak bisa kita bandingkan dengan mereka cina indonesia adalah rekan terbaik di sana demografi sosial dan ekonomi kondisi serupa isu  disebutkan di cina adalah  paling banyak pro demokrasi dan didorong oleh media barat meskipun beberapa masalah orang sebagian besar senang;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
434;The flight from Mosul: Ã¢ÂÂWe left everything behind to save our livesÃ¢ÂÂ |   http://livewire.amnesty.org/2014/07/28/the-flight-from-mosul-we-left-everything-behind-to-save-our-lives/ÃÂ Ã¢ÂÂ¦  USER  USER #FPI #HTI #FUI #PKS #LPI;0;0;0;0;0;0;0;0;0;0;0;0;the flight from mosul we left everything behind to save our lives user user front pembela islam hizbut tahrir indonesia  partai keadilan sejahtera lpi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;The flight from Mosul: Ã¢ÂÂWe left everything behind to save our livesÃ¢ÂÂ |   http://livewire.amnesty.org/2014/07/28/the-flight-from-mosul-we-left-everything-behind-to-save-our-lives/ÃÂ Ã¢ÂÂ¦  USER  USER #FPI #HTI #FUI #PKS #LPI;0;0;0;0;0;0;0;0;0;0;0;0;penerbangan dari mosul kami meninggalkan segalanya untuk menyelamatkan nyawa kami pengguna depan pengguna pembela islam hizbut tahrir indonesia  partai kesejahteraan sejahtera lpi;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
447;Signal for Kidnapping of my brother markus thesenvitz bego bejat here at Facebook m thesenvitz (Thesi) Markus thesenvitz for murd! Judas Osteregg veronqiue genest Judas Thesenvitz Bejat Drink;0;1;0;0;0;0;0;0;0;0;0;0;sinyal for kidnapping of my brother markus the senvitz bego bejat here at facebook sama the senvitz thesi markus the senvitz for murd judas osteregg veronqiue genest judas the senvitz bejat drink;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Signal for Kidnapping of my brother markus thesenvitz bego bejat here at Facebook m thesenvitz (Thesi) Markus thesenvitz for murd! Judas Osteregg veronqiue genest Judas Thesenvitz Bejat Drink;0;1;0;0;0;0;0;0;0;0;0;0;sinyal untuk penculikan saudara saya markus senvitz bego bejat di sini di facebook sama the senvitz thesi markus senvitz untuk murd osteregg veronqiue genest judas the senvitz bejat drink;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
465;#ShameOnYouMalaysia Bad Sea games ever !;0;0;0;0;0;0;0;0;0;0;0;0; shame on you malaysia bad sea games ever ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;#ShameOnYouMalaysia Bad Sea games ever !;0;0;0;0;0;0;0;0;0;0;0;0;malu pada anda malaysia game laut buruk  pernah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
471;Let's damn to Malaysia on Football Final : THAÃ°ÂÂÂ¹Ã°ÂÂÂ­ vs MASÃ°ÂÂÂ²Ã°ÂÂÂ¾ #SEAGames2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;let damn to malaysia on football final thailand lawan mas sea games shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Let's damn to Malaysia on Football Final : THAÃ°ÂÂÂ¹Ã°ÂÂÂ­ vs MASÃ°ÂÂÂ²Ã°ÂÂÂ¾ #SEAGames2017 #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;biarkan sial ke malaysia pada pertandingan final sepak bola thailand lawan mas laut malu pada anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
475;"Cc : fpi hti "" USER: A believer is fun and playful whereas a hypocrite is grim and angry. Prophet Muhammed (saw)""";0;0;0;0;0;0;0;0;0;0;0;0;cc front pembela islam hizbut tahrir indonesia user a believer is fun and playful whereas a hypocrite is grim and angry prophet muhammed saw ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Cc : fpi hti "" USER: A believer is fun and playful whereas a hypocrite is grim and angry. Prophet Muhammed (saw)""";0;0;0;0;0;0;0;0;0;0;0;0;cc depan pembela islam hizbut tahrir pengguna indonesia seorang mukmin itu menyenangkan dan menyenangkan sedangkan seorang munafik adalah nabi muram dan marah muhammed saw;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
476;Not in the mood, berengsek -_-;0;1;0;0;0;0;0;0;0;0;0;0;not in the mood berengsek ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Not in the mood, berengsek -_-;0;1;0;0;0;0;0;0;0;0;0;0;tidak mood berengsek;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
